source,line,kind,text
metadata,16848,metadata-symbol,tierNumber2
metadata,16849,metadata-symbol,wavePanelTrophyImage
metadata,16850,metadata-symbol,wavePanelTrophyImageObject
metadata,16936,metadata-symbol,wavePanel
metadata,16937,metadata-symbol,waveProgressSlider
metadata,16938,metadata-symbol,waveProgressSliderImage
metadata,16939,metadata-symbol,waveTimerType
metadata,16958,metadata-symbol,homeBetaHeatButton
metadata,16977,metadata-symbol,enhancementTierUnlock
metadata,16978,metadata-symbol,enhancementTierUnlockButton
metadata,16979,metadata-symbol,enhancementTierUnlockCoinCostText
metadata,16980,metadata-symbol,enhancementTierUnlockCoinsNeedGO
metadata,16981,metadata-symbol,enhancementTierUnlockReadyToUnlockGO
metadata,16987,metadata-symbol,enhancementDefenseTierUnlock
metadata,16988,metadata-symbol,enhancementDefenseTierUnlockButton
metadata,16989,metadata-symbol,enhancementDefenseTierUnlockCoinCostText
metadata,16990,metadata-symbol,enhancementDefenseTierUnlockCoinsNeedGO
metadata,16991,metadata-symbol,enhancementDefenseTierUnlockReadyToUnlockGO
metadata,16997,metadata-symbol,enhancementUtilityTierUnlock
metadata,16998,metadata-symbol,enhancementUtilityTierUnlockButton
metadata,16999,metadata-symbol,enhancementUtilityTierUnlockCoinCostText
metadata,17000,metadata-symbol,enhancementUtilityTierUnlockCoinNeedGO
metadata,17001,metadata-symbol,enhancementUtilityTierUnlockReadyToUnlockGO
metadata,17033,metadata-symbol,workshopTierUnlockButtonObject
metadata,17034,metadata-symbol,workshopTierUnlockButton
metadata,17035,metadata-symbol,workshopTierUnlockCostText
metadata,17041,metadata-symbol,workshopDefenseTierUnlockButtonObject
metadata,17042,metadata-symbol,workshopDefenseTierUnlockButton
metadata,17043,metadata-symbol,workshopDefenseTierUnlockCostText
metadata,17049,metadata-symbol,workshopUtilityTierUnlockButtonObject
metadata,17050,metadata-symbol,workshopUtilityTierUnlockButton
metadata,17051,metadata-symbol,workshopUtilityTierUnlockCostText
metadata,17147,metadata-symbol,statsHighestWaveText
metadata,17148,metadata-symbol,statsHighestCoinsTierText
metadata,17149,metadata-symbol,statsHighestCellsTierText
metadata,17186,metadata-symbol,gameEndWaveText
metadata,17191,metadata-symbol,gameEndTierText
metadata,17192,metadata-symbol,gameEndHighestWaveTextObject
metadata,17193,metadata-symbol,gameEndHighestWaveThisTierText
metadata,17202,metadata-symbol,gameEndDissonanceGO
metadata,17203,metadata-symbol,gameEndDissonanceTitleText
metadata,17204,metadata-symbol,gameEndDissonanceWaveText
metadata,17205,metadata-symbol,gameEndDissonanceBoostText
metadata,17208,metadata-symbol,tournamentEndWaveText
metadata,17289,metadata-symbol,sideMenuBattleHeatButton
metadata,17292,metadata-symbol,tournamentHeatWaveSlider
metadata,17293,metadata-symbol,tournamentHeatWaveSliderText
metadata,17294,metadata-symbol,tournamentHeatMainBarObject
metadata,17295,metadata-symbol,tournamentHeatMainBarSlider
metadata,17296,metadata-symbol,tournamentHeatMainBarText
metadata,17297,metadata-symbol,tournamentHeatMainBarParticle
metadata,17306,metadata-symbol,aspectRatioTier
metadata,17401,metadata-symbol,deathWaveDamageRemainingObject
metadata,17402,metadata-symbol,deathWaveDamageRemainingText
metadata,17403,metadata-symbol,deathWaveDamageRemainingCurrentPunches
metadata,17454,metadata-symbol,<PunchDeathWaveDamageRemainingText>b__0
metadata,17455,metadata-symbol,<PunchDeathWaveDamageRemainingText>b__1
metadata,17460,metadata-symbol,<BossSummaryPanelOpenRefresh>d__857
metadata,17466,metadata-symbol,<HideBossSummaryButtonTimeout>d__854
metadata,17561,metadata-symbol,WaveInfoPanel
metadata,17563,metadata-symbol,ShowWaveInfoPanel
metadata,17565,metadata-symbol,WaveInfoPanelOpen
metadata,17566,metadata-symbol,WaveInfoPanelClose
metadata,17567,metadata-symbol,WaveInfoPanelUpdateFunction
metadata,17568,metadata-symbol,WaveInfoPanelUpdate
metadata,17570,metadata-symbol,waveTierNumberText
metadata,17576,metadata-symbol,waveInfoTitleText
metadata,17577,metadata-symbol,waveInfoText
metadata,17579,metadata-symbol,waveInfoContent
metadata,17581,metadata-symbol,<WaveInfoPanelUpdateFunction>d__26
metadata,17612,metadata-symbol,alertWave
metadata,17613,metadata-symbol,_alertWaveSequence
metadata,19969,metadata-symbol,spawnedPrefabs
metadata,63350,metadata-symbol,APINotIncludedInTitleUsageTier
metadata,63370,metadata-symbol,FreeTierCannotHaveVirtualCurrency
metadata,85337,metadata-symbol,DespawnAll
metadata,85339,metadata-symbol,Despawn
metadata,85363,metadata-symbol,DespawnActiveTweens
metadata,85406,metadata-symbol,_despawnAllCalledFromUpdateLoopCallback
metadata,97740,metadata-symbol,ParameterShippingTier
metadata,98981,metadata-symbol,custom_wave
metadata,98982,metadata-symbol,custom_tier
metadata,98985,metadata-symbol,tier2
metadata,98986,metadata-symbol,tier3
metadata,98987,metadata-symbol,tier4
metadata,98988,metadata-symbol,tier5
metadata,98989,metadata-symbol,tier6
metadata,98990,metadata-symbol,tier7
metadata,98991,metadata-symbol,tier8
metadata,98992,metadata-symbol,tier9
metadata,98993,metadata-symbol,tier10
metadata,98994,metadata-symbol,tier11
metadata,98995,metadata-symbol,tier12
metadata,98996,metadata-symbol,tier13
metadata,98997,metadata-symbol,tier14
metadata,98998,metadata-symbol,tier15
metadata,98999,metadata-symbol,tier16
metadata,99000,metadata-symbol,tier17
metadata,99001,metadata-symbol,tier18
metadata,99002,metadata-symbol,tier19
metadata,99003,metadata-symbol,tier20.weekly_mission_complete.weekly_mission_box_open(custom_time_category
metadata,100783,metadata-symbol,Heat Stuff
metadata,100784,metadata-symbol,Overheat Stuff
metadata,100819,metadata-symbol,Wave And Tier
metadata,100889,metadata-symbol,Waves
metadata,100902,metadata-symbol,Difficulty Tiers
metadata,100907,metadata-symbol,$Currency This Wave
metadata,100922,metadata-symbol,Shockwave
metadata,100944,metadata-symbol,Drop range of Elite Cells by tier. Index 3 means tier 3. X is the min value and Y the max value
metadata,100976,metadata-symbol,Boss Drop Text
metadata,101055,metadata-symbol,Wave Panel
metadata,101109,metadata-symbol,0Tournament Heat Main Bar
metadata,101110,metadata-symbol,$Boss Summary Panel
metadata,101122,metadata-symbol,Death Wave
metadata,101184,metadata-symbol,$Reset Tier Claimed
libil2cpp,19760,native-string,puestodiariopuebloquieremanuelpropiocrisisciertoseguromuertefuentecerrargrandeefectopartesmedidapropiaofrecetierrae-mailvariasformasfuturoobjetoseguirriesgonormasmismos
